TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountAmount,PaymentType
36,2025-05-08,1188,2034,402,0,125.51,45.0,Digital
37,2024-11-25,1032,2029,402,0,55.96,10.0,Ach
38,2025-04-13,1071,2065,404,2,274.92,10.0,Cash
40,2024-07-19,1048,2079,401,1,814.88,25.0,Ach
41,2025-01-21,1080,2015,403,3,1409.56,0.0,Debit/Credit
42,2024-12-15,1005,2022,403,0,459.86,25.0,Debit/Credit
43,2025-03-15,1082,2056,402,1,603.38,10.0,Debit/Credit
44,2025-01-21,1023,2096,402,1,337.34,25.0,Internal
45,2024-06-21,1156,2009,404,1,63.76,25.0,Ach
46,2024-11-05,1034,2098,401,1,1918.03,25.0,Ach
47,2024-12-07,1071,2015,404,3,1976.39,25.0,Ach
48,2024-12-26,1113,2092,404,3,1500.13,25.0,Debit/Credit
49,2024-11-26,1063,2035,404,2,3710.95,55.0,Debit/Credit
50,2024-09-05,1138,2023,402,1,789.03,10.0,Debit/Credit
52,2024-10-30,1089,2079,404,1,1728.21,0.0,Ach
53,2024-11-29,1171,2051,402,1,1091.54,35.0,Ach
54,2025-04-29,1169,2079,402,1,2205.97,10.0,Ach
55,2024-08-27,1194,2035,404,0,3870.61,20.0,Internal
56,2024-06-22,1057,2099,401,1,89.74,10.0,Debit/Credit
57,2024-08-03,1066,2027,404,2,1234.13,20.0,Debit/Credit
58,2025-02-28,1116,2013,401,3,3717.57,10.0,Debit/Credit
59,2024-07-03,1160,2041,401,0,2427.7,35.0,Debit/Credit
61,2025-02-09,1187,2083,403,3,1660.18,35.0,Debit/Credit
62,2024-12-25,1062,2011,403,1,1161.21,10.0,Digital
64,2025-02-07,1002,2024,401,3,1528.42,10.0,Ach
65,2025-02-02,1125,2002,401,3,647.1,15.0,Ach
66,2024-12-21,1135,2070,403,3,45.2,10.0,Ach
67,2024-07-20,1066,2097,402,3,3153.14,15.0,Internal
68,2025-03-05,1025,2037,402,2,1091.56,25.0,Debit/Credit
69,2024-09-20,1141,2023,404,0,2612.29,25.0,Debit/Credit
70,2024-11-16,1034,2091,401,3,3096.6,25.0,Debit/Credit
72,2024-09-01,1115,2038,404,0,1493.17,25.0,Debit/Credit
73,2025-05-14,1071,2019,402,0,2338.33,75.0,Debit/Credit
74,2025-02-01,1008,2041,404,0,1690.5,10.0,Ach
75,2025-03-16,1050,2069,402,2,189.25,25.0,Digital
76,2024-08-09,1191,2036,404,2,1888.22,25.0,Debit/Credit
77,2024-12-03,1020,2055,403,0,1925.73,25.0,Debit/Credit
78,2025-04-03,1005,2086,403,1,1320.44,25.0,Debit/Credit
79,2025-05-02,1005,2062,401,3,1356.76,25.0,Debit/Credit
80,2025-04-11,1177,2084,404,0,663.31,45.0,Debit/Credit
81,2024-10-09,1103,2000,404,1,1264.14,10.0,Debit/Credit
82,2024-12-02,1013,2097,402,3,2681.2,50.0,Debit/Credit
84,2024-07-18,1165,2063,403,2,990.87,25.0,Ach
85,2024-11-25,1037,2076,402,2,1716.1,25.0,Ach
86,2024-10-15,1068,2036,403,3,920.77,0.0,Ach
87,2024-11-29,1195,2058,403,1,505.45,10.0,Ach
88,2025-03-11,1032,2048,404,1,122.19,0.0,Ach
89,2024-12-03,1025,2056,401,3,331.1,0.0,Debit/Credit
90,2025-04-16,1019,2033,403,3,1710.94,10.0,Debit/Credit
91,2025-04-09,1097,2080,404,0,507.8,15.0,Debit/Credit
92,2025-01-31,1058,2055,401,0,1403.3,25.0,Debit/Credit
94,2024-08-10,1005,2030,404,1,1293.91,10.0,Internal
95,2024-11-22,1119,2086,402,0,1975.92,0.0,Internal
96,2024-09-30,1176,2041,402,3,2216.14,25.0,Ach
98,2025-05-23,1190,2036,402,2,420.76,25.0,Digital
99,2024-09-11,1196,2017,401,0,909.61,25.0,Internal
101,2024-10-25,1069,2032,404,2,710.49,10.0,Debit/Credit
102,2024-07-19,1036,2028,404,2,819.42,15.0,Debit/Credit
103,2024-09-16,1089,2086,403,2,505.95,25.0,Internal
104,2024-06-11,1143,2070,402,3,52.31,25.0,Debit/Credit
105,2024-11-07,1034,2046,401,1,61.94,25.0,Debit/Credit
106,2025-05-15,1138,2095,402,0,1250.52,25.0,Debit/Credit
107,2025-05-10,1176,2056,404,2,1387.08,25.0,Debit/Credit
108,2024-12-13,1091,2041,402,3,1454.48,10.0,Internal
109,2025-01-09,1012,2031,402,1,1542.06,25.0,Debit/Credit
110,2024-08-24,1071,2029,401,1,85.63,25.0,Debit/Credit
111,2025-03-20,1034,2054,402,0,735.8,15.0,Debit/Credit
112,2025-02-25,1190,2091,403,0,1496.97,10.0,Debit/Credit
113,2024-12-30,1168,2058,401,0,833.15,65.0,Debit/Credit
114,2025-01-31,1113,2019,403,0,3309.43,10.0,Debit/Credit
115,2024-12-23,1097,2067,403,3,1418.47,65.0,Debit/Credit
116,2025-04-09,1196,2027,404,1,1663.47,10.0,Ach
117,2024-11-04,1080,2085,403,1,974.82,10.0,Ach
118,2024-07-09,1005,2054,402,2,2348.64,50.0,Internal
119,2025-04-17,1108,2092,401,2,1176.94,0.0,Debit/Credit
120,2024-08-27,1057,2044,403,2,1624.08,10.0,Debit/Credit
121,2025-04-06,1159,2082,401,2,582.88,25.0,Debit/Credit
123,2024-07-09,1096,2043,402,2,1156.81,25.0,Debit/Credit
124,2024-07-06,1116,2006,401,3,911.99,65.0,Debit/Credit
125,2024-09-20,1029,2009,403,3,53.18,30.0,Debit/Credit
126,2024-08-30,1014,2041,402,2,1039.93,45.0,Debit/Credit
127,2024-12-02,1033,2090,402,2,1730.44,30.0,Ach
128,2024-06-19,1066,2073,404,3,839.81,10.0,Internal
129,2025-05-20,1032,2046,401,0,92.44,10.0,Internal
130,2024-12-08,1079,2028,403,0,272.35,10.0,Debit/Credit
131,2024-12-06,1089,2082,402,1,388.32,45.0,Debit/Credit
133,2025-01-11,1082,2080,403,0,1281.2,65.0,Debit/Credit
134,2025-03-19,1090,2039,404,0,1791.85,10.0,Internal
135,2025-01-11,1023,2064,404,0,1629.14,70.0,Ach
136,2025-01-15,1121,2007,404,2,214.44,10.0,Internal
137,2025-01-12,1032,2067,402,2,1560.21,50.0,Cash
138,2025-01-28,1089,2019,404,1,3122.33,10.0,Internal
139,2024-07-29,1167,2050,402,0,784.52,0.0,Cash
140,2025-03-17,1171,2094,401,3,85.55,25.0,Debit/Credit
141,2024-10-04,1087,2062,402,1,626.79,15.0,Internal
142,2025-03-15,1138,2067,401,1,350.79,45.0,Internal
143,2024-08-15,1159,2021,404,0,1453.19,10.0,Debit/Credit
144,2025-05-22,1192,2057,402,2,1579.52,35.0,Internal
145,2025-04-28,1032,2036,404,3,1642.94,25.0,Ach
146,2025-03-21,1020,2091,403,0,2821.59,10.0,Internal
147,2024-07-22,1116,2097,402,0,1499.17,35.0,Cash
148,2024-11-19,1006,2050,403,0,104.97,35.0,Debit/Credit
149,2025-05-08,1166,2029,402,0,76.14,10.0,Debit/Credit
150,2025-04-01,1120,2000,401,0,341.56,15.0,Debit/Credit
151,2025-05-10,1108,2041,402,0,3375.28,25.0,Internal
152,2025-01-02,1032,2002,402,2,1248.88,25.0,Cash
153,2024-09-07,1170,2067,403,0,1039.29,35.0,Internal
154,2025-05-28,1099,2005,404,2,746.33,10.0,Ach
155,2024-06-29,1066,2094,403,2,1636.34,45.0,Ach
156,2024-08-12,1118,2061,402,0,1890.03,25.0,Ach
157,2024-06-16,1071,2040,403,3,115.46,25.0,Cash
158,2024-08-18,1199,2054,403,2,2300.1,10.0,Debit/Credit
159,2024-11-16,1086,2063,404,2,1467.81,35.0,Debit/Credit
160,2024-07-04,1046,2041,401,2,3211.8,35.0,Debit/Credit
161,2024-11-12,1089,2093,403,3,1961.05,10.0,Debit/Credit
162,2025-05-14,1005,2095,402,1,1372.27,25.0,Cash
163,2024-11-16,1071,2046,403,0,105.07,25.0,Digital
164,2025-05-14,1195,2023,403,2,1010.52,15.0,Debit/Credit
165,2025-02-22,1099,2015,403,3,1243.16,10.0,Debit/Credit
167,2025-05-21,1170,2009,403,1,139.83,35.0,Cash
168,2025-01-09,1130,2035,402,3,2993.1,10.0,Internal
170,2025-03-29,1089,2057,404,2,1666.65,25.0,Cash
171,2024-12-14,1196,2055,401,1,365.84,25.0,Ach
172,2025-05-09,1020,2032,402,2,640.51,25.0,Debit/Credit
173,2024-12-11,1043,2074,402,2,1149.06,25.0,Debit/Credit
174,2025-03-29,1034,2098,403,3,109.06,25.0,Cash
175,2025-04-23,1164,2061,402,3,192.3,40.0,Internal
176,2024-06-26,1123,2043,402,2,1728.52,10.0,Ach
177,2025-05-23,1089,2013,403,0,1615.63,25.0,Debit/Credit
178,2024-07-12,1098,2053,402,1,1870.82,25.0,Internal
179,2025-02-15,1116,2065,404,2,225.6,25.0,Ach
182,2024-10-25,1145,2046,403,0,117.02,10.0,Internal
183,2024-09-22,1174,2016,401,2,762.93,40.0,Cash
184,2024-07-31,1102,2005,401,2,1062.7,25.0,Ach
185,2024-08-02,1035,2070,403,2,81.02,0.0,Digital
186,2024-12-05,1144,2013,403,0,3126.66,0.0,Cash
187,2025-03-19,1176,2076,404,1,1187.87,25.0,Internal
188,2024-08-10,1158,2048,402,1,1899.0,35.0,Debit/Credit
189,2024-07-17,1089,2052,402,3,1484.88,25.0,Cash
190,2024-06-27,1071,2084,404,2,946.34,45.0,Internal
191,2024-12-11,1173,2092,403,1,594.06,50.0,Ach
192,2024-09-29,1076,2090,402,3,730.17,25.0,Ach
194,2025-03-22,1073,2010,403,2,467.27,25.0,Debit/Credit
195,2025-03-31,1143,2017,401,1,1356.18,70.0,Cash
197,2024-12-14,1104,2060,404,2,1309.5,25.0,Internal
198,2025-04-30,1071,2092,401,1,1683.33,0.0,Debit/Credit
199,2025-05-09,1005,2023,403,0,3212.52,0.0,Internal
200,2025-05-07,1116,2069,404,1,962.64,25.0,Cash
201,2024-08-19,1116,2082,403,0,1592.0,15.0,Internal
202,2024-12-19,1044,2081,404,2,1355.05,35.0,Digital
203,2024-08-16,1089,2000,403,3,1910.37,35.0,Internal
204,2024-10-01,1002,2054,402,0,1880.63,25.0,Debit/Credit
205,2024-11-07,1180,2088,401,2,480.66,0.0,Internal
206,2025-05-17,1116,2077,403,3,1613.89,25.0,Cash
207,2025-03-29,1174,2010,404,2,1150.13,35.0,Ach
208,2024-06-27,1129,2097,402,3,1424.31,35.0,Internal
209,2024-12-22,1032,2058,402,3,1139.65,25.0,Debit/Credit
210,2025-01-25,1005,2000,402,0,1415.75,10.0,Internal
211,2024-12-13,1066,2060,401,1,1543.36,25.0,Ach
212,2025-05-24,1107,2048,404,3,1381.32,50.0,Internal
213,2025-01-19,1167,2015,402,3,1469.32,50.0,Cash
214,2024-08-31,1034,2059,404,1,725.01,25.0,Internal
215,2024-09-21,1185,2004,404,0,181.22,25.0,Ach
216,2024-12-25,1172,2006,402,3,1102.53,45.0,Cash
217,2025-03-02,1035,2037,402,2,1556.45,50.0,Internal
218,2025-03-28,1116,2066,402,2,1899.61,25.0,Digital
219,2025-04-19,1160,2071,404,0,1304.47,70.0,Ach
220,2024-10-31,1178,2019,403,3,1514.05,25.0,Debit/Credit
221,2025-04-11,1032,2071,404,1,547.24,45.0,Debit/Credit
222,2024-10-11,1032,2011,402,0,1229.69,0.0,Debit/Credit
223,2024-06-17,1071,2042,403,0,420.55,25.0,Debit/Credit
224,2025-02-25,1193,2031,402,1,1562.25,0.0,Debit/Credit
225,2024-10-30,1091,2040,404,3,54.83,70.0,Digital
226,2024-08-23,1011,2028,402,0,1188.86,25.0,Internal
227,2025-02-15,1050,2046,402,2,125.02,0.0,Ach
228,2025-05-20,1125,2093,403,3,1784.26,45.0,Ach
229,2025-05-29,1134,2019,401,3,3338.16,0.0,Debit/Credit
230,2024-06-29,1071,2047,401,3,80.68,25.0,Debit/Credit
231,2024-12-11,1004,2035,403,0,3533.15,0.0,Debit/Credit
232,2025-03-22,1027,2067,402,2,571.28,25.0,Debit/Credit
233,2024-11-04,1103,2031,402,0,1723.53,0.0,Debit/Credit
234,2025-03-05,1005,2060,401,1,1698.39,25.0,Internal
235,2025-01-11,1024,2005,402,3,1852.11,0.0,Ach
236,2025-01-31,1139,2004,402,2,453.96,25.0,Ach
237,2024-07-31,1101,2038,402,3,1104.1,25.0,Ach
238,2024-11-01,1176,2064,403,0,1685.42,0.0,Debit/Credit
239,2024-10-15,1152,2099,403,0,1985.54,25.0,Debit/Credit
240,2024-11-30,1096,2087,404,2,1440.56,0.0,Debit/Credit
241,2024-07-05,1116,2040,403,0,72.26,45.0,Debit/Credit
242,2025-03-05,1066,2091,404,0,918.79,50.0,Debit/Credit
243,2024-12-26,1098,2079,404,1,1263.12,45.0,Debit/Credit
244,2024-10-30,1020,2023,401,2,2679.04,0.0,Debit/Credit
245,2024-07-03,1063,2063,402,1,1900.21,25.0,Internal
246,2024-10-12,1084,2055,402,1,396.39,0.0,Internal
247,2024-11-04,1188,2062,402,2,816.22,70.0,Ach
248,2024-07-19,1151,2023,401,3,1443.42,10.0,Ach
249,2025-03-19,1017,2052,404,2,1334.39,0.0,Debit/Credit
250,2025-02-14,1018,2076,404,3,1591.91,25.0,Debit/Credit
251,2024-10-22,1137,2010,401,2,1244.72,0.0,Internal
252,2024-12-18,1165,2096,403,3,242.28,0.0,Internal
253,2024-08-31,1142,2073,402,3,1375.13,25.0,Ach
254,2025-02-01,1034,2037,404,0,1884.32,0.0,Ach
255,2024-07-29,1116,2066,404,0,1408.69,25.0,Internal
256,2024-10-07,1181,2054,401,1,3832.2,10.0,Debit/Credit
257,2024-12-06,1084,2059,402,1,1331.75,0.0,Internal
258,2024-11-03,1050,2054,404,0,1752.55,0.0,Internal
259,2025-02-08,1147,2097,402,1,1680.59,10.0,Debit/Credit
260,2025-04-12,1163,2046,404,2,74.1,0.0,Internal
261,2024-08-10,1076,2075,401,2,645.49,25.0,Debit/Credit
262,2024-08-16,1130,2076,402,3,1289.23,25.0,Debit/Credit
263,2025-02-03,1044,2062,403,2,1257.85,25.0,Debit/Credit
265,2024-11-30,1034,2028,403,0,612.91,0.0,Ach
266,2025-03-13,1197,2070,401,2,125.26,25.0,Ach
267,2024-10-25,1010,2056,402,0,1324.66,0.0,Ach
268,2024-09-10,1008,2044,401,0,512.04,25.0,Ach
269,2025-03-24,1089,2078,404,1,1636.38,0.0,Internal
270,2025-03-22,1136,2097,402,2,1703.04,10.0,Internal
271,2025-04-11,1173,2017,404,2,297.43,25.0,Debit/Credit
272,2025-04-14,1089,2097,404,2,2188.28,25.0,Debit/Credit
273,2024-07-03,1196,2097,403,2,2696.2,25.0,Debit/Credit
274,2024-12-21,1187,2091,403,3,2433.39,10.0,Debit/Credit
275,2024-08-27,1072,2070,402,3,135.18,25.0,Debit/Credit
276,2025-03-06,1032,2023,404,3,3598.66,25.0,Internal
277,2024-07-26,1040,2035,401,2,3490.29,0.0,Ach
278,2025-01-13,1020,2096,402,0,52.12,10.0,Ach
279,2024-11-27,1071,2056,401,0,285.16,0.0,Ach
280,2025-04-12,1122,2079,401,0,2154.03,10.0,Internal
281,2024-09-30,1192,2082,402,0,1240.12,45.0,Ach
282,2024-08-08,1054,2019,404,3,890.1,70.0,Internal
283,2024-07-13,1150,2044,404,1,1307.01,0.0,Digital
284,2024-09-10,1184,2099,401,2,1233.51,10.0,Debit/Credit
285,2024-08-17,1165,2035,404,1,3172.68,0.0,Debit/Credit
286,2024-12-09,1092,2016,404,3,1381.74,25.0,Debit/Credit
288,2025-05-14,1073,2064,404,3,1096.3,25.0,Ach
290,2025-01-14,1079,2093,402,0,897.24,10.0,Internal
291,2024-11-20,1079,2084,402,1,369.47,25.0,Ach
292,2025-05-16,1184,2054,402,2,1031.26,25.0,Internal
293,2025-04-26,1109,2019,403,0,2798.52,25.0,Internal
294,2024-06-24,1042,2032,401,0,1042.21,0.0,Debit/Credit
296,2024-12-15,1189,2028,403,2,201.88,0.0,Debit/Credit
298,2025-03-10,1022,2001,403,2,523.04,25.0,Internal
299,2024-10-25,1197,2093,402,3,1106.01,0.0,Ach
300,2025-01-08,1002,2000,404,2,1083.14,10.0,Internal
301,2024-09-06,1015,2018,403,1,1063.53,25.0,Ach
302,2025-02-07,1191,2019,402,3,3055.19,25.0,Internal
303,2024-11-15,1060,2054,404,2,1723.8,25.0,Internal
304,2024-07-02,1066,2023,404,3,2112.29,0.0,Debit/Credit
305,2025-03-08,1118,2019,401,2,3635.95,10.0,Internal
306,2024-06-18,1083,2035,403,0,1670.75,0.0,Internal
307,2025-05-29,1005,2071,402,0,322.6,45.0,Ach
308,2024-06-06,1056,2079,403,0,1664.69,10.0,Internal
310,2024-06-22,1110,2050,404,0,386.97,25.0,Debit/Credit
311,2024-08-28,1020,2019,401,1,2745.01,25.0,Debit/Credit
313,2025-03-18,1182,2069,404,2,400.64,25.0,Ach
314,2024-10-07,1020,2091,403,1,950.6,10.0,Internal
315,2025-01-17,1188,2035,404,1,3166.34,10.0,Ach
317,2025-05-22,1044,2011,401,1,982.08,10.0,Debit/Credit
318,2024-10-12,1033,2029,403,0,108.66,10.0,Debit/Credit
319,2024-07-29,1089,2047,404,2,316.08,10.0,Debit/Credit
320,2024-08-05,1163,2083,403,2,1198.45,10.0,Debit/Credit
322,2024-12-19,1089,2078,402,0,324.25,0.0,Debit/Credit
323,2025-02-27,1089,2019,403,2,3619.29,45.0,Debit/Credit
324,2024-10-19,1184,2079,404,1,2718.87,0.0,Internal
325,2024-10-29,1025,2073,402,0,115.15,25.0,Ach
327,2024-07-10,1157,2090,401,1,896.69,25.0,Ach
328,2024-06-23,1048,2070,403,2,16.95,25.0,Debit/Credit
329,2024-12-20,1039,2013,404,3,615.81,25.0,Debit/Credit
330,2024-08-10,1020,2014,403,3,1339.03,25.0,Debit/Credit
331,2024-07-09,1047,2048,403,0,956.86,25.0,Debit/Credit
332,2024-09-01,1015,2019,401,3,3153.77,0.0,Debit/Credit
333,2024-12-15,1133,2068,404,1,203.96,0.0,Internal
334,2025-04-27,1128,2066,402,3,1969.52,45.0,Ach
335,2025-05-23,1032,2019,404,1,1660.49,25.0,Ach
337,2024-06-06,1150,2053,401,1,1186.22,25.0,Internal
338,2025-05-20,1066,2012,403,2,565.07,25.0,Debit/Credit
340,2024-10-12,1032,2047,401,2,1693.55,25.0,Debit/Credit
341,2025-04-11,1058,2091,403,3,901.79,0.0,Debit/Credit
342,2024-11-16,1104,2097,403,1,3693.06,45.0,Debit/Credit
343,2024-11-06,1134,2003,402,1,536.51,0.0,Internal
344,2024-11-21,1180,2054,404,0,1588.72,45.0,Internal
345,2024-11-30,1121,2044,403,2,1393.26,0.0,Debit/Credit
346,2024-09-24,1041,2099,402,1,574.71,0.0,Debit/Credit
347,2024-11-08,1034,2016,402,0,1236.27,25.0,Debit/Credit
348,2025-05-12,1181,2054,404,3,2600.14,25.0,Debit/Credit
349,2025-01-27,1101,2000,403,2,260.8,25.0,Debit/Credit
350,2024-06-28,1163,2040,403,2,82.42,25.0,Debit/Credit
351,2024-09-07,1005,2087,402,3,555.88,25.0,Internal
352,2024-11-09,1009,2073,402,1,1294.71,25.0,Internal
353,2024-11-26,1091,2021,402,3,554.37,25.0,Ach
354,2025-03-23,1046,2042,401,1,648.82,25.0,Internal
355,2025-03-15,1066,2059,401,0,429.36,25.0,Internal
357,2025-04-24,1036,2029,401,1,18.12,45.0,Debit/Credit
358,2024-11-20,1116,2020,404,0,895.74,0.0,Debit/Credit
359,2024-11-13,1122,2004,402,0,1525.85,65.0,Debit/Credit
360,2024-12-10,1034,2031,402,2,250.28,25.0,Debit/Credit
361,2024-12-04,1016,2038,403,2,1389.22,25.0,Debit/Credit
362,2024-07-26,1125,2024,402,3,487.43,25.0,Debit/Credit
363,2025-05-27,1034,2021,401,0,1298.63,25.0,Debit/Credit
364,2025-03-08,1152,2084,401,0,275.79,25.0,Debit/Credit
365,2024-11-17,1020,2019,402,0,3477.49,25.0,Internal
366,2025-01-20,1155,2053,401,0,1580.28,25.0,Ach
367,2024-12-02,1199,2097,402,3,677.33,0.0,Internal
368,2024-12-02,1032,2009,401,0,103.66,25.0,Debit/Credit
369,2024-08-02,1066,2012,403,3,627.24,0.0,Debit/Credit
370,2024-11-23,1116,2037,403,2,276.01,65.0,Debit/Credit
371,2025-04-09,1002,2084,402,3,573.2,25.0,Debit/Credit
372,2025-02-21,1087,2079,404,2,3604.56,0.0,Debit/Credit
373,2024-11-27,1042,2013,402,3,3552.77,0.0,Debit/Credit
374,2024-08-15,1091,2087,402,3,852.0,10.0,Debit/Credit
375,2024-06-20,1080,2097,402,2,3597.09,10.0,Internal
377,2024-12-04,1126,2009,404,2,17.05,10.0,Ach
378,2024-08-31,1103,2010,404,3,1021.99,10.0,Debit/Credit
380,2025-05-19,1130,2083,404,2,1642.35,45.0,Debit/Credit
381,2025-04-05,1196,2060,403,0,1334.87,0.0,Debit/Credit
382,2024-06-01,1162,2037,403,0,1010.22,25.0,Debit/Credit
384,2024-08-18,1193,2081,401,3,1199.17,25.0,Ach
385,2024-12-04,1001,2006,404,3,1573.11,25.0,Cash
386,2025-05-01,1044,2016,401,2,800.09,25.0,Internal
387,2025-05-24,1195,2079,403,3,1121.81,25.0,Internal
388,2024-12-27,1131,2097,403,1,3308.75,25.0,Ach
389,2024-09-27,1172,2023,403,2,3122.63,25.0,Cash
390,2025-05-12,1172,2068,403,3,1069.32,25.0,Internal
391,2024-06-11,1034,2023,403,1,3607.68,25.0,Internal
392,2024-09-28,1008,2057,401,1,1144.48,0.0,Internal
393,2024-09-06,1178,2013,404,2,742.11,45.0,Debit/Credit
394,2025-02-26,1032,2081,403,1,1930.37,0.0,Debit/Credit
395,2024-09-28,1066,2023,401,3,1689.08,0.0,Internal
396,2024-08-06,1001,2029,401,2,118.31,45.0,Cash
397,2025-01-03,1077,2073,403,0,1074.52,0.0,Internal
398,2025-05-17,1129,2097,404,1,3485.01,25.0,Internal
399,2024-10-12,1192,2060,401,2,1813.77,25.0,Debit/Credit
400,2024-12-29,1010,2041,404,0,2931.07,25.0,Cash
401,2024-09-23,1197,2065,404,2,425.4,25.0,Cash
402,2024-12-06,1042,2098,401,1,1558.49,25.0,Internal
403,2025-04-13,1026,2079,401,1,3725.91,25.0,Internal
404,2024-06-16,1116,2071,401,1,844.88,0.0,Debit/Credit
405,2024-11-19,1080,2019,401,0,3135.24,25.0,Digital
408,2025-05-20,1165,2001,402,0,818.46,10.0,Internal
409,2024-12-14,1071,2092,403,1,480.54,10.0,Internal
410,2025-04-03,1116,2072,401,3,192.63,10.0,Debit/Credit
411,2025-01-24,1050,2062,403,1,1258.06,10.0,Cash
412,2025-04-26,1115,2040,402,2,144.21,10.0,Internal
413,2024-08-09,1056,2082,404,2,1479.3,10.0,Digital
414,2025-04-18,1091,2062,401,0,1724.49,10.0,Debit/Credit
415,2024-07-28,1067,2080,401,0,1281.67,10.0,Digital
416,2025-03-25,1196,2004,403,3,339.83,0.0,Cash
417,2024-11-02,1150,2037,402,0,1029.23,25.0,Internal
418,2025-01-20,1157,2096,402,1,1153.33,25.0,Debit/Credit
419,2025-04-17,1032,2005,402,1,770.4,25.0,Internal
420,2024-06-19,1089,2058,401,0,251.29,25.0,Cash
421,2025-05-21,1070,2033,402,3,1324.01,25.0,Digital
422,2025-04-03,1096,2028,404,2,990.11,0.0,Digital
423,2024-12-27,1035,2029,401,2,36.17,45.0,Debit/Credit
424,2024-10-24,1030,2053,403,3,984.09,0.0,Debit/Credit
425,2024-12-24,1105,2013,402,1,2806.89,25.0,Debit/Credit
426,2025-04-23,1116,2023,404,0,3775.88,25.0,Debit/Credit
427,2025-03-28,1055,2060,404,3,1599.5,25.0,Debit/Credit
428,2025-03-28,1020,2054,404,0,2234.58,25.0,Internal
429,2024-07-16,1005,2077,401,0,1086.29,25.0,Ach
430,2025-03-01,1116,2069,401,3,772.24,0.0,Internal
431,2024-06-19,1058,2061,404,0,546.31,45.0,Ach
433,2024-12-21,1034,2026,403,0,1320.57,0.0,Debit/Credit
434,2024-09-13,1108,2078,403,3,855.79,25.0,Debit/Credit
435,2025-03-14,1094,2061,403,2,826.35,25.0,Debit/Credit
436,2024-07-27,1030,2057,402,3,1611.66,25.0,Debit/Credit
437,2024-12-29,1013,2013,401,3,2459.2,25.0,Debit/Credit
438,2024-06-28,1066,2092,404,3,1065.96,25.0,Debit/Credit
439,2025-02-12,1198,2081,404,1,1864.98,0.0,Internal
440,2024-12-07,1071,2086,401,0,219.34,0.0,Digital
441,2024-09-21,1171,2075,402,0,1121.71,25.0,Digital
442,2025-02-18,1149,2040,402,1,66.55,25.0,Internal
443,2024-06-02,1066,2064,403,0,1915.58,25.0,Debit/Credit
445,2024-11-22,1150,2061,401,3,1988.69,0.0,Debit/Credit
446,2025-01-26,1089,2045,401,2,231.37,10.0,Debit/Credit
447,2025-01-25,1019,2022,404,1,574.7,0.0,Debit/Credit
448,2025-05-14,1048,2025,402,2,445.39,0.0,Debit/Credit
449,2024-09-11,1039,2015,401,3,1540.28,25.0,Ach
450,2024-12-13,1032,2040,404,2,147.82,25.0,Ach
451,2025-05-02,1056,2016,401,3,1104.5,25.0,Ach
452,2024-12-03,1175,2058,401,3,66.42,10.0,Ach
453,2025-01-25,1025,2070,403,2,75.99,0.0,Ach
454,2024-12-29,1127,2053,403,3,400.78,0.0,Debit/Credit
455,2024-07-25,1058,2092,403,3,432.32,45.0,Debit/Credit
456,2025-03-20,1121,2022,404,2,635.07,70.0,Debit/Credit
