TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountAmount,PaymentType
50,9/5/2024,1138,2023,402,1,789.03,10,Debit/Credit
51,11/7/2024,1106,2079,404,0,3945.18,45,Internal
52,10/30/2024,1089,2079,404,1,1728.21,0,ACH
53,11/29/2024,1171,2051,402,1,1091.54,35,ACH
54,4/29/2025,1169,2079,402,1,2205.97,10,ACH
55,8/27/2024,1194,2035,404,0,3870.61,20,Internal
56,6/22/2024,1057,2099,401,1,89.74,10,Debit/Credit
57,8/3/2024,1066,2027,404,2,1234.13,20,Debit/Credit
58,2/28/2025,1116,2013,401,3,3717.57,10,Debit/Credit
59,7/3/2024,1160,2041,401,0,2427.7,35,Debit/Credit
60,10/26/2024,1087,2079,404,2,4229.18,25,Debit/Credit
61,2/9/2025,1187,2083,403,3,1660.18,35,Debit/Credit
62,12/25/2024,1062,2011,403,1,1161.21,10,Digital
63,1/23/2025,1126,2023,404,2,4461.44,35,Internal
64,2/7/2025,1002,2024,401,3,1528.42,10,ACH
65,2/2/2025,1125,2002,401,3,647.1,15,ACH
66,12/21/2024,1135,2070,403,3,45.2,10,ACH
67,7/20/2024,1066,2097,402,3,3153.14,15,Internal
68,3/5/2025,1025,2037,402,2,1091.56,25,Debit/Credit
69,9/20/2024,1141,2023,404,0,2612.29,25,Debit/Credit
70,11/16/2024,1034,2091,401,3,3096.6,25,Debit/Credit
71,1/31/2025,1020,2035,401,3,4058.33,25,Debit/Credit
72,9/1/2024,1115,2038,404,0,1493.17,25,Debit/Credit
73,5/14/2025,1071,2019,402,0,2338.33,75,Debit/Credit
74,2/1/2025,1008,2041,404,,1690.5,10,ACH
75,3/16/2025,1050,2069,402,2,189.25,25,Digital
76,8/9/2024,1191,2036,404,2,1888.22,25,Debit/Credit
77,12/3/2024,1020,2055,403,0,1925.73,25,Debit/Credit
78,4/3/2025,1005,2086,403,1,1320.44,25,Debit/Credit
79,5/2/2025,1005,2062,401,3,1356.76,25,Debit/Credit
80,4/11/2025,1177,2084,404,0,663.31,45,Debit/Credit
81,10/9/2024,1103,2000,404,1,1264.14,10,Debit/Credit
82,12/2/2024,1013,2097,402,3,2681.2,50,Debit/Credit
83,6/13/2024,1061,2039,401,0,4286.33,25,Digital
84,7/18/2024,1165,2063,403,2,990.87,25,ACH
85,11/25/2024,1037,2076,402,2,1716.1,25,ACH
86,10/15/2024,1068,2036,403,3,920.77,0,ACH
87,11/29/2024,1195,2058,403,1,505.45,10,ACH
88,3/11/2025,1032,2048,404,1,122.19,0,ACH
89,12/3/2024,1025,2056,401,3,331.1,0,Debit/Credit
90,4/16/2025,1019,2033,403,3,1710.94,10,Debit/Credit
91,4/9/2025,1097,2080,404,0,507.8,15,Debit/Credit
92,1/31/2025,1058,2055,401,0,1403.3,25,Debit/Credit
93,4/28/2025,1034,2054,404,3,4066.34,25,Debit/Credit
94,8/10/2024,1005,2030,404,1,1293.91,10,Internal
95,11/22/2024,1119,2086,402,,1975.92,0,Internal
96,9/30/2024,1176,2041,402,3,2216.14,25,ACH
97,10/22/2024,1179,2079,403,,4002.4,25,ACH
98,5/23/2025,1190,2036,402,2,420.76,25,Digital
99,9/11/2024,1196,2017,401,0,909.61,25,Internal
100,12/21/2024,1023,2041,404,1,4444.07,0,Debit/Credit
101,10/25/2024,1069,2032,404,2,710.49,10,Debit/Credit
102,7/19/2024,1036,2028,404,2,819.42,15,Debit/Credit
103,9/16/2024,1089,2086,403,2,505.95,25,Internal
104,6/11/2024,1143,2070,402,3,52.31,25,Debit/Credit
105,11/7/2024,1034,2046,401,1,61.94,25,Debit/Credit
106,5/15/2025,1138,2095,402,0,1250.52,25,Debit/Credit
107,5/10/2025,1176,2056,404,2,1387.08,25,Debit/Credit
108,12/13/2024,1091,2041,402,3,1454.48,10,Internal
109,1/9/2025,1012,2031,402,1,1542.06,25,Debit/Credit
110,8/24/2024,1071,2029,401,1,85.63,25,Debit/Credit
111,3/20/2025,1034,2054,402,0,735.8,15,Debit/Credit
112,2/25/2025,1190,2091,403,0,1496.97,10,Debit/Credit
113,12/30/2024,1168,2058,401,,833.15,65,Debit/Credit
114,1/31/2025,1113,2019,403,0,3309.43,10,Debit/Credit
115,12/23/2024,1097,2067,403,3,1418.47,65,Debit/Credit
116,4/9/2025,1196,2027,404,1,1663.47,10,ACH
117,11/4/2024,1080,2085,403,1,974.82,10,ACH
118,7/9/2024,1005,2054,402,2,2348.64,50,Internal
119,4/17/2025,1108,2092,401,2,1176.94,0,Debit/Credit
120,8/27/2024,1057,2044,403,2,1624.08,10,Debit/Credit
121,4/6/2025,1159,2082,401,2,582.88,25,Debit/Credit
122,3/6/2025,1089,2023,404,,4873.15,25,Debit/Credit
123,7/9/2024,1096,2043,402,2,1156.81,25,Debit/Credit
124,7/6/2024,1116,2006,401,3,911.99,65,Debit/Credit
125,9/20/2024,1029,2009,403,3,53.18,30,Debit/Credit
126,8/30/2024,1014,2041,402,2,1039.93,45,Debit/Credit
127,12/2/2024,1033,2090,402,2,1730.44,30,ACH
128,6/19/2024,1066,2073,404,3,839.81,10,Internal
129,5/20/2025,1032,2046,401,0,92.44,10,Internal
130,12/8/2024,1079,2028,403,0,272.35,10,Debit/Credit
131,12/6/2024,1089,2082,402,1,388.32,45,Debit/Credit
132,8/3/2024,1019,2091,404,3,4469.22,25,Debit/Credit
133,1/11/2025,1082,2080,403,0,1281.2,65,Debit/Credit
134,3/19/2025,1090,2039,404,0,1791.85,10,Internal
135,1/11/2025,1023,2064,404,0,1629.14,70,ACH
136,1/15/2025,1121,2007,404,2,214.44,10,Internal
137,1/12/2025,1032,2067,402,2,1560.21,50,Cash
138,1/28/2025,1089,2019,404,1,3122.33,10,Internal
139,7/29/2024,1167,2050,402,0,784.52,0,Cash
140,3/17/2025,1171,2094,401,3,85.55,25,Debit/Credit
141,10/4/2024,1087,2062,402,1,626.79,15,Internal
142,3/15/2025,1138,2067,401,1,350.79,45,Internal
143,8/15/2024,1159,2021,404,,1453.19,10,Debit/Credit
144,5/22/2025,1192,2057,402,2,1579.52,35,Internal
145,4/28/2025,1032,2036,404,3,1642.94,25,ACH
146,3/21/2025,1020,2091,403,0,2821.59,10,Internal
147,7/22/2024,1116,2097,402,0,1499.17,35,Cash
148,11/19/2024,1006,2050,403,0,104.97,35,Debit/Credit
149,5/8/2025,1166,2029,402,,76.14,10,Debit/Credit
150,4/1/2025,1120,2000,401,,341.56,15,Debit/Credit
151,5/10/2025,1108,2041,402,0,3375.28,25,Internal
152,1/2/2025,1032,2002,402,2,1248.88,25,Cash
153,9/7/2024,1170,2067,403,,1039.29,35,Internal
154,5/28/2025,1099,2005,404,2,746.33,10,ACH
155,6/29/2024,1066,2094,403,2,1636.34,45,ACH
156,8/12/2024,1118,2061,402,0,1890.03,25,ACH
157,6/16/2024,1071,2040,403,3,115.46,25,Cash
158,8/18/2024,1199,2054,403,2,2300.1,10,Debit/Credit
159,11/16/2024,1086,2063,404,2,1467.81,35,Debit/Credit
160,7/4/2024,1046,2041,401,2,3211.8,35,Debit/Credit
161,11/12/2024,1089,2093,403,3,1961.05,10,Debit/Credit
162,5/14/2025,1005,2095,402,1,1372.27,25,Cash
163,11/16/2024,1071,2046,403,0,105.07,25,Digital
164,5/14/2025,1195,2023,403,2,1010.52,15,Debit/Credit
165,2/22/2025,1099,2015,403,3,1243.16,10,Debit/Credit
166,2/4/2025,1051,2019,404,3,4147.31,35,Internal
167,5/21/2025,1170,2009,403,1,139.83,35,Cash
168,1/9/2025,1130,2035,402,3,2993.1,10,Internal
169,10/26/2024,1141,2019,401,3,3961.24,15,ACH
170,3/29/2025,1089,2057,404,2,1666.65,25,Cash
171,12/14/2024,1196,2055,401,1,365.84,25,ACH
172,5/9/2025,1020,2032,402,2,640.51,25,Debit/Credit
173,12/11/2024,1043,2074,402,2,1149.06,25,Debit/Credit
174,3/29/2025,1034,2098,403,3,109.06,25,Cash
175,4/23/2025,1164,2061,402,3,192.3,40,Internal
176,6/26/2024,1123,2043,402,2,1728.52,10,ACH
177,5/23/2025,1089,2013,403,0,1615.63,25,Debit/Credit
178,7/12/2024,1098,2053,402,1,1870.82,25,Internal
179,2/15/2025,1116,2065,404,2,225.6,25,ACH
180,11/2/2024,1061,2054,401,,4470.53,25,ACH
181,1/16/2025,1137,2019,404,2,3937.36,40,Debit/Credit
182,10/25/2024,1145,2046,403,,117.02,10,Internal
183,9/22/2024,1174,2016,401,2,762.93,40,Cash
184,7/31/2024,1102,2005,401,2,1062.7,25,ACH
185,8/2/2024,1035,2070,403,2,81.02,0,Digital
186,12/5/2024,1144,2013,403,0,3126.66,0,Cash
187,3/19/2025,1176,2076,404,1,1187.87,25,Internal
188,8/10/2024,1158,2048,402,1,1899,35,Debit/Credit
189,7/17/2024,1089,2052,402,3,1484.88,25,Cash
190,6/27/2024,1071,2084,404,2,946.34,45,Internal
191,12/11/2024,1173,2092,403,1,594.06,50,ACH
192,9/29/2024,1076,2090,402,3,730.17,25,ACH
193,5/9/2025,1070,2039,404,3,4795.74,65,Internal
194,3/22/2025,1073,2010,403,2,467.27,25,Debit/Credit
195,3/31/2025,1143,2017,401,1,1356.18,70,Cash
196,12/10/2024,1013,2054,404,1,0,0,ACH
197,12/14/2024,1104,2060,404,2,1309.5,25,Internal
198,4/30/2025,1071,2092,401,1,1683.33,0,Debit/Credit
199,5/9/2025,1005,2023,403,0,3212.52,0,Internal
200,5/7/2025,1116,2069,404,1,962.64,25,Cash
201,8/19/2024,1116,2082,403,0,1592,15,Internal
202,12/19/2024,1044,2081,404,2,1355.05,35,Digital
203,8/16/2024,1089,2000,403,3,1910.37,35,Internal
204,10/1/2024,1002,2054,402,,1880.63,25,Debit/Credit
205,11/7/2024,1180,2088,401,2,480.66,0,Internal
206,5/17/2025,1116,2077,403,3,1613.89,25,Cash
207,3/29/2025,1174,2010,404,2,1150.13,35,ACH
208,6/27/2024,1129,2097,402,3,1424.31,35,Internal
209,12/22/2024,1032,2058,402,3,1139.65,25,Debit/Credit
210,1/25/2025,1005,2000,402,0,1415.75,10,Internal
211,12/13/2024,1066,2060,401,1,1543.36,25,ACH
212,5/24/2025,1107,2048,404,3,1381.32,50,Internal
213,1/19/2025,1167,2015,402,3,1469.32,50,Cash
214,8/31/2024,1034,2059,404,1,725.01,25,Internal
215,9/21/2024,1185,2004,404,0,181.22,25,ACH
216,12/25/2024,1172,2006,402,3,1102.53,45,Cash
217,3/2/2025,1035,2037,402,2,1556.45,50,Internal
218,3/28/2025,1116,2066,402,2,1899.61,25,Digital
219,4/19/2025,1160,2071,404,,1304.47,70,ACH
220,10/31/2024,1178,2019,403,3,1514.05,25,Debit/Credit
221,4/11/2025,1032,2071,404,1,547.24,45,Debit/Credit
222,10/11/2024,1032,2011,402,,1229.69,0,Debit/Credit
223,6/17/2024,1071,2042,403,0,420.55,25,Debit/Credit
224,2/25/2025,1193,2031,402,1,1562.25,0,Debit/Credit
225,10/30/2024,1091,2040,404,3,54.83,70,Digital
226,8/23/2024,1011,2028,402,,1188.86,25,Internal
227,2/15/2025,1050,2046,402,2,125.02,0,ACH
228,5/20/2025,1125,2093,403,3,1784.26,45,ACH
229,5/29/2025,1134,2019,401,3,3338.16,0,Debit/Credit
230,6/29/2024,1071,2047,401,3,80.68,25,Debit/Credit
231,12/11/2024,1004,2035,403,,3533.15,0,Debit/Credit
232,3/22/2025,1027,2067,402,2,571.28,25,Debit/Credit
233,11/4/2024,1103,2031,402,0,1723.53,0,Debit/Credit
234,3/5/2025,1005,2060,401,1,1698.39,25,Internal
235,1/11/2025,1024,2005,402,3,1852.11,0,ACH
236,1/31/2025,1139,2004,402,2,453.96,25,ACH
237,7/31/2024,1101,2038,402,3,1104.1,25,ACH
238,11/1/2024,1176,2064,403,,1685.42,0,Debit/Credit
239,10/15/2024,1152,2099,403,,1985.54,25,Debit/Credit
240,11/30/2024,1096,2087,404,2,1440.56,0,Debit/Credit
241,7/5/2024,1116,2040,403,0,72.26,45,Debit/Credit
242,3/5/2025,1066,2091,404,0,918.79,50,Debit/Credit
243,12/26/2024,1098,2079,404,1,1263.12,45,Debit/Credit
244,10/30/2024,1020,2023,401,2,2679.04,0,Debit/Credit
245,7/3/2024,1063,2063,402,1,1900.21,25,Internal
246,10/12/2024,1084,2055,402,1,396.39,0,Internal
247,11/4/2024,1188,2062,402,2,816.22,70,ACH
248,7/19/2024,1151,2023,401,3,1443.42,10,ACH
249,3/19/2025,1017,2052,404,2,1334.39,0,Debit/Credit
250,2/14/2025,1018,2076,404,3,1591.91,25,Debit/Credit
251,10/22/2024,1137,2010,401,2,1244.72,0,Internal
252,12/18/2024,1165,2096,403,3,242.28,0,Internal
253,8/31/2024,1142,2073,402,3,1375.13,25,ACH
254,2/1/2025,1034,2037,404,0,1884.32,0,ACH
255,7/29/2024,1116,2066,404,0,1408.69,25,Internal
256,10/7/2024,1181,2054,401,1,3832.2,10,Debit/Credit
257,12/6/2024,1084,2059,402,1,1331.75,0,Internal
258,11/3/2024,1050,2054,404,,1752.55,0,Internal
259,2/8/2025,1147,2097,402,1,1680.59,10,Debit/Credit
260,4/12/2025,1163,2046,404,2,74.1,0,Internal
261,8/10/2024,1076,2075,401,2,645.49,25,Debit/Credit
262,8/16/2024,1130,2076,402,3,1289.23,25,Debit/Credit
263,2/3/2025,1044,2062,403,2,1257.85,25,Debit/Credit
264,4/14/2025,1124,2079,404,3,4279.51,10,Internal
265,11/30/2024,1034,2028,403,,612.91,0,ACH
266,3/13/2025,1197,2070,401,2,125.26,25,ACH
267,10/25/2024,1010,2056,402,0,1324.66,0,ACH
268,9/10/2024,1008,2044,401,0,512.04,25,ACH
269,3/24/2025,1089,2078,404,1,1636.38,0,Internal
270,3/22/2025,1136,2097,402,2,1703.04,10,Internal
271,4/11/2025,1173,2017,404,2,297.43,25,Debit/Credit
272,4/14/2025,1089,2097,404,2,2188.28,25,Debit/Credit
273,7/3/2024,1196,2097,403,2,2696.2,25,Debit/Credit
274,12/21/2024,1187,2091,403,3,2433.39,10,Debit/Credit
275,8/27/2024,1072,2070,402,3,135.18,25,Debit/Credit
276,3/6/2025,1032,2023,404,3,3598.66,25,Internal
277,7/26/2024,1040,2035,401,2,3490.29,0,ACH
278,1/13/2025,1020,2096,402,0,52.12,10,ACH
279,11/27/2024,1071,2056,401,,285.16,0,ACH
280,4/12/2025,1122,2079,401,0,2154.03,10,Internal
281,9/30/2024,1192,2082,402,,1240.12,45,ACH
282,8/8/2024,1054,2019,404,3,890.1,70,Internal
283,7/13/2024,1150,2044,404,1,1307.01,0,Digital
284,9/10/2024,1184,2099,401,2,1233.51,10,Debit/Credit
285,8/17/2024,1165,2035,404,1,3172.68,0,Debit/Credit
286,12/9/2024,1092,2016,404,3,1381.74,25,Debit/Credit
287,3/6/2025,1197,2039,401,,4651.61,25,Debit/Credit
288,5/14/2025,1073,2064,404,3,1096.3,25,ACH
289,12/30/2024,1079,2035,402,3,3934.51,25,Internal
290,1/14/2025,1079,2093,402,,897.24,10,Internal
291,11/20/2024,1079,2084,402,1,369.47,25,ACH
292,5/16/2025,1184,2054,402,2,1031.26,25,Internal
293,4/26/2025,1109,2019,403,0,2798.52,25,Internal
294,6/24/2024,1042,2032,401,0,1042.21,0,Debit/Credit
295,6/20/2024,1062,2054,404,1,4358.68,10,Debit/Credit
296,12/15/2024,1189,2028,403,2,201.88,0,Debit/Credit
297,10/26/2024,1013,2097,401,0,4397.15,25,Debit/Credit
298,3/10/2025,1022,2001,403,2,523.04,25,Internal
299,10/25/2024,1197,2093,402,3,1106.01,0,ACH
300,1/8/2025,1002,2000,404,2,1083.14,10,Internal
301,9/6/2024,1015,2018,403,1,1063.53,25,ACH
302,2/7/2025,1191,2019,402,3,3055.19,25,Internal
303,11/15/2024,1060,2054,404,2,1723.8,25,Internal
304,7/2/2024,1066,2023,404,3,2112.29,0,Debit/Credit
305,3/8/2025,1118,2019,401,2,3635.95,10,Internal
306,6/18/2024,1083,2035,403,0,1670.75,0,Internal
307,5/29/2025,1005,2071,402,0,322.6,45,ACH
308,6/6/2024,1056,2079,403,0,1664.69,10,Internal
309,3/25/2025,1066,2091,402,2,4740.26,25,Debit/Credit
310,6/22/2024,1110,2050,404,,386.97,25,Debit/Credit
311,8/28/2024,1020,2019,401,1,2745.01,25,Debit/Credit
312,4/20/2025,1022,2023,404,1,4109.76,25,Internal
313,3/18/2025,1182,2069,404,2,400.64,25,ACH
314,10/7/2024,1020,2091,403,1,950.6,10,Internal
315,1/17/2025,1188,2035,404,1,3166.34,10,ACH
316,3/22/2025,1151,2054,402,1,4146.81,10,Internal
317,5/22/2025,1044,2011,401,1,982.08,10,Debit/Credit
318,10/12/2024,1033,2029,403,,108.66,10,Debit/Credit
319,7/29/2024,1089,2047,404,2,316.08,10,Debit/Credit
320,8/5/2024,1163,2083,403,2,1198.45,10,Debit/Credit
321,8/12/2024,1176,2023,401,3,3968.74,45,Debit/Credit
322,12/19/2024,1089,2078,402,0,324.25,0,Debit/Credit
323,2/27/2025,1089,2019,403,2,3619.29,45,Debit/Credit
324,10/19/2024,1184,2079,404,1,2718.87,0,Internal
325,10/29/2024,1025,2073,402,0,115.15,25,ACH
326,6/8/2024,1026,2023,404,0,4541.56,25,Internal
327,7/10/2024,1157,2090,401,1,896.69,25,ACH
328,6/23/2024,1048,2070,403,2,16.95,25,Debit/Credit
329,12/20/2024,1039,2013,404,3,615.81,25,Debit/Credit
330,8/10/2024,1020,2014,403,3,1339.03,25,Debit/Credit
331,7/9/2024,1047,2048,403,0,956.86,25,Debit/Credit
332,9/1/2024,1015,2019,401,3,3153.77,0,Debit/Credit
333,12/15/2024,1133,2068,404,1,203.96,0,Internal
334,4/27/2025,1128,2066,402,3,1969.52,45,ACH
335,5/23/2025,1032,2019,404,1,1660.49,25,ACH
336,5/1/2025,1017,2097,404,2,4627.23,25,ACH
337,6/6/2024,1150,2053,401,1,1186.22,25,Internal
338,5/20/2025,1066,2012,403,2,565.07,25,Debit/Credit
339,1/17/2025,1121,2041,404,3,4503.08,25,Debit/Credit
340,10/12/2024,1032,2047,401,2,1693.55,25,Debit/Credit
341,4/11/2025,1058,2091,403,3,901.79,0,Debit/Credit
342,11/16/2024,1104,2097,403,1,3693.06,45,Debit/Credit
343,11/6/2024,1134,2003,402,1,536.51,0,Internal
344,11/21/2024,1180,2054,404,0,1588.72,45,Internal
345,11/30/2024,1121,2044,403,2,1393.26,0,Debit/Credit
346,9/24/2024,1041,2099,402,1,574.71,0,Debit/Credit
347,11/8/2024,1034,2016,402,0,1236.27,25,Debit/Credit
348,5/12/2025,1181,2054,404,3,2600.14,25,Debit/Credit
349,1/27/2025,1101,2000,403,2,260.8,25,Debit/Credit
350,6/28/2024,1163,2040,403,2,82.42,25,Debit/Credit
351,9/7/2024,1005,2087,402,3,555.88,25,Internal
352,11/9/2024,1009,2073,402,1,1294.71,25,Internal
353,11/26/2024,1091,2021,402,3,554.37,25,ACH
354,3/23/2025,1046,2042,401,1,648.82,25,Internal
355,3/15/2025,1066,2059,401,0,429.36,25,Internal
356,7/20/2024,1135,2013,402,1,4942.36,0,Debit/Credit
357,4/24/2025,1036,2029,401,1,18.12,45,Debit/Credit
358,11/20/2024,1116,2020,404,0,895.74,0,Debit/Credit
359,11/13/2024,1122,2004,402,0,1525.85,65,Debit/Credit
360,12/10/2024,1034,2031,402,2,250.28,25,Debit/Credit
361,12/4/2024,1016,2038,403,2,1389.22,25,Debit/Credit
362,7/26/2024,1125,2024,402,3,487.43,25,Debit/Credit
363,5/27/2025,1034,2021,401,0,1298.63,25,Debit/Credit
364,3/8/2025,1152,2084,401,0,275.79,25,Debit/Credit
365,11/17/2024,1020,2019,402,0,3477.49,25,Internal
366,1/20/2025,1155,2053,401,0,1580.28,25,ACH
367,12/2/2024,1199,2097,402,3,677.33,0,Internal
368,12/2/2024,1032,2009,401,0,103.66,25,Debit/Credit
369,8/2/2024,1066,2012,403,3,627.24,0,Debit/Credit
370,11/23/2024,1116,2037,403,2,276.01,65,Debit/Credit
371,4/9/2025,1002,2084,402,3,573.2,25,Debit/Credit
372,2/21/2025,1087,2079,404,2,3604.56,0,Debit/Credit
373,11/27/2024,1042,2013,402,3,3552.77,0,Debit/Credit
374,8/15/2024,1091,2087,402,3,852,10,Debit/Credit
375,6/20/2024,1080,2097,402,2,3597.09,10,Internal
376,12/31/2024,1186,2054,404,0,4704.67,10,Internal
377,12/4/2024,1126,2009,404,2,17.05,10,ACH
378,8/31/2024,1103,2010,404,3,1021.99,10,Debit/Credit
379,10/5/2024,1190,2013,404,0,4063.02,0,Debit/Credit
380,5/19/2025,1130,2083,404,2,1642.35,45,Debit/Credit
381,4/5/2025,1196,2060,403,0,1334.87,0,Debit/Credit
382,6/1/2024,1162,2037,403,0,1010.22,25,Debit/Credit
383,3/28/2025,1104,2039,402,3,4210.49,25,Internal
384,8/18/2024,1193,2081,401,3,1199.17,25,ACH
385,12/4/2024,1001,2006,404,3,1573.11,25,Cash
386,5/1/2025,1044,2016,401,2,800.09,25,Internal
387,5/24/2025,1195,2079,403,3,1121.81,25,Internal
388,12/27/2024,1131,2097,403,1,3308.75,25,ACH
389,9/27/2024,1172,2023,403,2,3122.63,25,Cash
390,5/12/2025,1172,2068,403,3,1069.32,25,Internal
391,6/11/2024,1034,2023,403,1,3607.68,25,Internal
392,9/28/2024,1008,2057,401,1,1144.48,0,Internal
393,9/6/2024,1178,2013,404,2,742.11,45,Debit/Credit
394,2/26/2025,1032,2081,403,1,1930.37,0,Debit/Credit
395,9/28/2024,1066,2023,401,3,1689.08,0,Internal
396,8/6/2024,1001,2029,401,2,118.31,45,Cash
397,1/3/2025,1077,2073,403,,1074.52,0,Internal
398,5/17/2025,1129,2097,404,1,3485.01,25,Internal
399,10/12/2024,1192,2060,401,2,1813.77,25,Debit/Credit
400,12/29/2024,1010,2041,404,0,2931.07,25,Cash
401,9/23/2024,1197,2065,404,2,425.4,25,Cash
402,12/6/2024,1042,2098,401,1,1558.49,25,Internal
403,4/13/2025,1026,2079,401,1,3725.91,25,Internal
404,6/16/2024,1116,2071,401,1,844.88,0,Debit/Credit
405,11/19/2024,1080,2019,401,0,3135.24,25,Digital
406,2/7/2025,1066,2041,401,3,4199.55,25,Digital
407,6/14/2024,1071,2079,403,1,4491.4,25,Cash
408,5/20/2025,1165,2001,402,0,818.46,10,Internal
409,12/14/2024,1071,2092,403,1,480.54,10,Internal
410,4/3/2025,1116,2072,401,3,192.63,10,Debit/Credit
411,1/24/2025,1050,2062,403,1,1258.06,10,Cash
412,4/26/2025,1115,2040,402,2,144.21,10,Internal
413,8/9/2024,1056,2082,404,2,1479.3,10,Digital
414,4/18/2025,1091,2062,401,0,1724.49,10,Debit/Credit
415,7/28/2024,1067,2080,401,0,1281.67,10,Digital
416,3/25/2025,1196,2004,403,3,339.83,0,Cash
417,11/2/2024,1150,2037,402,0,1029.23,25,Internal
418,1/20/2025,1157,2096,402,1,1153.33,25,Debit/Credit
419,4/17/2025,1032,2005,402,1,770.4,25,Internal
420,6/19/2024,1089,2058,401,,251.29,25,Cash
421,5/21/2025,1070,2033,402,3,1324.01,25,Digital
422,4/3/2025,1096,2028,404,2,990.11,0,Digital
423,12/27/2024,1035,2029,401,2,36.17,45,Debit/Credit
424,10/24/2024,1030,2053,403,3,984.09,0,Debit/Credit
425,12/24/2024,1105,2013,402,1,2806.89,25,Debit/Credit
426,4/23/2025,1116,2023,404,0,3775.88,25,Debit/Credit
427,3/28/2025,1055,2060,404,3,1599.5,25,Debit/Credit
428,3/28/2025,1020,2054,404,0,2234.58,25,Internal
429,7/16/2024,1005,2077,401,0,1086.29,25,ACH
430,3/1/2025,1116,2069,401,3,772.24,0,Internal
431,6/19/2024,1058,2061,404,0,546.31,45,ACH
432,3/7/2025,1021,2097,404,0,4052.4,45,ACH
433,12/21/2024,1034,2026,403,0,1320.57,,Debit/Credit
434,9/13/2024,1108,2078,403,3,855.79,25,Debit/Credit
435,3/14/2025,1094,2061,403,2,826.35,25,Debit/Credit
436,7/27/2024,1030,2057,402,3,1611.66,25,Debit/Credit
437,12/29/2024,1013,2013,401,3,2459.2,25,Debit/Credit
438,6/28/2024,1066,2092,404,3,1065.96,25,Debit/Credit
439,2/12/2025,1198,2081,404,1,1864.98,0,Internal
440,12/7/2024,1071,2086,401,0,219.34,0,Digital
441,9/21/2024,1171,2075,402,0,1121.71,25,Digital
442,2/18/2025,1149,2040,402,1,66.55,25,Internal
443,6/2/2024,1066,2064,403,0,1915.58,25,Debit/Credit
444,4/18/2025,1147,2091,404,1,4825.57,25,Debit/Credit
